gene_name	gene_id	mondo_disease_id	mondo_ancestor_id	ontology_id	ontology_ancestor_id	max_trial_phase
GAA	ENSG00000171298	MONDO_0009290	MONDO_0005066	MONDO_0005147	MONDO_0005066	4.0
GAA	ENSG00000171298	MONDO_0009290	MONDO_0005066	MONDO_0005148	MONDO_0005066	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0005090	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0002050	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	HP_0000726	HP_0000707	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0043510	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0002009	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	HP_0001250	HP_0000707	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0004975	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0004900	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	HP_0000713	HP_0000707	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	HP_0007359	HP_0000707	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0005277	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0005180	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0000477	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	HP_0012076	HP_0000707	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0004976	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0004985	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	HP_0002140	HP_0000707	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0016532	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0005301	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0005299	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	HP_0002315	HP_0000707	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0008300	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	HP_0100543	HP_0000707	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0018097	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0001734	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0018044	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0021107	MONDO_0005071	4.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	HP_0001250	HP_0000707	3.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0007113	MONDO_0005071	3.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0002009	MONDO_0005071	3.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0002050	MONDO_0005071	3.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	HP_0001250	HP_0000707	2.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	HP_0025268	HP_0000707	2.0
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	MONDO_0004975	MONDO_0005071	2.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0002050	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0005090	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	HP_0000726	HP_0000707	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0043510	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0002009	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	HP_0001250	HP_0000707	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0004975	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0004900	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	HP_0000713	HP_0000707	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	HP_0007359	HP_0000707	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0005277	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0005180	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0000477	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	HP_0012076	HP_0000707	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0004976	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0004985	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	HP_0002140	HP_0000707	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0016532	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0005301	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0005299	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	HP_0002315	HP_0000707	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0008300	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	HP_0100543	HP_0000707	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0001734	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0018097	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0021107	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0018044	MONDO_0005071	4.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0007113	MONDO_0005071	3.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0002009	MONDO_0005071	3.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0002050	MONDO_0005071	3.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	HP_0001250	HP_0000707	3.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	HP_0001250	HP_0000707	2.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	HP_0025268	HP_0000707	2.0
GABRB1	ENSG00000163288	MONDO_0100062	MONDO_0005071	MONDO_0004975	MONDO_0005071	2.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0002050	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0005090	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	HP_0000726	HP_0000707	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0043510	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0002009	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	HP_0001250	HP_0000707	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0004975	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0004900	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	HP_0000713	HP_0000707	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	HP_0007359	HP_0000707	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0005277	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	HP_0012076	HP_0000707	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0004976	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0005180	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0004985	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	HP_0002140	HP_0000707	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0016532	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0005301	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0005299	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	HP_0002315	HP_0000707	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0008300	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	HP_0100543	HP_0000707	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0018097	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0001734	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0018044	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0021107	MONDO_0005071	4.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	HP_0001250	HP_0000707	3.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0007113	MONDO_0005071	3.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0002009	MONDO_0005071	3.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0002050	MONDO_0005071	3.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	HP_0001250	HP_0000707	2.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	HP_0025268	HP_0000707	2.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	MONDO_0004975	MONDO_0005071	2.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0002050	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0005090	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	HP_0000726	HP_0000707	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0043510	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0002009	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	HP_0001250	HP_0000707	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0004975	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0004900	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	HP_0000713	HP_0000707	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	HP_0007359	HP_0000707	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0005277	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	HP_0012076	HP_0000707	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0005180	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0004976	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0004985	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	HP_0002140	HP_0000707	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0016532	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0005301	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0005299	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	HP_0002315	HP_0000707	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0008300	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	HP_0100543	HP_0000707	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0001734	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0018097	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0018044	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0021107	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0002050	MONDO_0005071	3.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	HP_0001250	HP_0000707	3.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	HP_0001250	HP_0000707	2.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	HP_0025268	HP_0000707	2.0
GABRD	ENSG00000187730	MONDO_0100038	MONDO_0005071	MONDO_0004975	MONDO_0005071	2.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0002050	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0005090	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	HP_0000726	HP_0000707	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0043510	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0002009	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	HP_0001250	HP_0000707	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0004975	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0004900	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	HP_0000713	HP_0000707	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	HP_0007359	HP_0000707	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0005277	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	HP_0012076	HP_0000707	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0005180	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0004976	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0004985	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	HP_0002140	HP_0000707	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0016532	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0005301	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0005299	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	HP_0002315	HP_0000707	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0008300	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	HP_0100543	HP_0000707	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0001734	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0018097	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0018044	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0021107	MONDO_0005071	4.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0002050	MONDO_0005071	3.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	HP_0001250	HP_0000707	3.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	HP_0001250	HP_0000707	2.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	HP_0025268	HP_0000707	2.0
GABRD	ENSG00000187730	MONDO_0005027	MONDO_0005071	MONDO_0004975	MONDO_0005071	2.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0005090	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0002050	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	HP_0000726	HP_0000707	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0043510	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0002009	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	HP_0001250	HP_0000707	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0004975	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0004900	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	HP_0000713	HP_0000707	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	HP_0007359	HP_0000707	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0005277	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0005180	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0000477	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	HP_0012076	HP_0000707	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0004976	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0004985	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	HP_0002140	HP_0000707	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0016532	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0005301	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0005299	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	HP_0002315	HP_0000707	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0008300	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	HP_0100543	HP_0000707	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0018097	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0001734	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0018044	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0021107	MONDO_0005071	4.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	HP_0001250	HP_0000707	3.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0002050	MONDO_0005071	3.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	HP_0001250	HP_0000707	2.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	HP_0025268	HP_0000707	2.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	MONDO_0004975	MONDO_0005071	2.0
GBA1	ENSG00000177628	MONDO_0018150	MONDO_0005066	MONDO_0018150	MONDO_0005066	2.0
GBA1	ENSG00000177628	MONDO_0018150	MONDO_0002022	MONDO_0018150	MONDO_0002022	2.0
GBA1	ENSG00000177628	MONDO_0018150	MONDO_0024458	MONDO_0018150	MONDO_0024458	2.0
GCK	ENSG00000106633	MONDO_0015967	MONDO_0005066	MONDO_0005148	MONDO_0005066	3.0
GCK	ENSG00000106633	MONDO_0015967	MONDO_0005066	HP_0001952	HP_0001939	3.0
GCK	ENSG00000106633	MONDO_0015967	MONDO_0005066	MONDO_0005148	MONDO_0005066	2.0
GCK	ENSG00000106633	MONDO_0015967	MONDO_0005066	MONDO_0005147	MONDO_0005066	2.0
GCK	ENSG00000106633	MONDO_0015967	MONDO_0005066	HP_0003074	HP_0001939	2.0
GCK	ENSG00000106633	MONDO_0015967	MONDO_0004335	MONDO_0005148	MONDO_0004335	3.0
GCK	ENSG00000106633	MONDO_0015967	MONDO_0004335	MONDO_0005148	MONDO_0004335	2.0
GCK	ENSG00000106633	MONDO_0015967	MONDO_0004335	MONDO_0005147	MONDO_0004335	2.0
GCK	ENSG00000106633	MONDO_0015967	MONDO_0005151	MONDO_0005148	MONDO_0005151	3.0
GCK	ENSG00000106633	MONDO_0015967	MONDO_0005151	MONDO_0005148	MONDO_0005151	2.0
GCK	ENSG00000106633	MONDO_0015967	MONDO_0005151	MONDO_0005147	MONDO_0005151	2.0
GLA	ENSG00000102393	MONDO_0010526	MONDO_0021147	MONDO_0010526	MONDO_0021147	4.0
GLA	ENSG00000102393	MONDO_0010526	MONDO_0005066	MONDO_0010526	MONDO_0005066	4.0
GP1BA	ENSG00000185245	MONDO_0009276	MONDO_0005570	MONDO_0019740	MONDO_0005570	2.0
GP1BA	ENSG00000185245	MONDO_0008332	MONDO_0005570	MONDO_0019740	MONDO_0005570	2.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0016532	MONDO_0005071	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	HP_0000473	HP_0000707	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0005180	MONDO_0005071	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0005277	MONDO_0005071	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0004985	MONDO_0005071	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	HP_0002069	HP_0000707	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0004976	MONDO_0005071	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0002009	MONDO_0005071	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0800207	MONDO_0005071	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	HP_0001250	HP_0000707	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0005301	MONDO_0005071	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0005090	MONDO_0005071	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0005299	MONDO_0005071	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	HP_0002315	HP_0000707	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0008300	MONDO_0005071	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	HP_0000726	HP_0000707	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	HP_0100543	HP_0000707	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0002050	MONDO_0005071	4.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	HP_0002140	HP_0000707	2.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0005090	MONDO_0005071	2.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	HP_0001268	HP_0000707	2.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0005180	MONDO_0005071	2.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0004976	MONDO_0005071	2.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	HP_0001257	HP_0000707	2.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0005277	MONDO_0005071	2.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0015643	MONDO_0005071	2.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	HP_0001250	HP_0000707	2.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0005301	MONDO_0005071	2.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0002009	MONDO_0005071	2.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0002050	MONDO_0005071	2.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	MONDO_0004975	MONDO_0005071	2.0
GRIA2	ENSG00000120251	MONDO_0030060	MONDO_0005071	MONDO_0016532	MONDO_0005071	4.0
GRIA2	ENSG00000120251	MONDO_0030060	MONDO_0005071	HP_0000473	HP_0000707	4.0
GRIA2	ENSG00000120251	MONDO_0030060	MONDO_0005071	MONDO_0005180	MONDO_0005071	4.0
GRIA2	ENSG00000120251	MONDO_0030060	MONDO_0005071	MONDO_0005277	MONDO_0005071	4.0
GRIA2	ENSG00000120251	MONDO_0030060	MONDO_0005071	MONDO_0004985	MONDO_0005071	4.0
GRIA2	ENSG00000120251	MONDO_0030060	MONDO_0005071	HP_0002069	HP_0000707	4.0
GRIA2	ENSG00000120251	MONDO_0030060	MONDO_0005071	MONDO_0002009	MONDO_0005071	4.0
GRIA2	ENSG00000120251	MONDO_0030060	MONDO_0005071	MONDO_0800207	MONDO_0005071	4.0
GRIA2	ENSG00000120251	MONDO_0030060	MONDO_0005071	MONDO_0004976	MONDO_0005071	4.0
GRIA2	ENSG00000120251	MONDO_0030060	MONDO_0005071	HP_0001250	HP_0000707	4.0
GRIA2	ENSG00000120251	MONDO_0030060	MONDO_0005071	MONDO_0005301	MONDO_0005071	4.0
GRIA2	ENSG00000120251	MONDO_0030060	MONDO_0005071	MONDO_0005090	MONDO_0005071	4.0
GRIA2	ENSG00000120251	MONDO_0030060	MONDO_0005071	MONDO_0005299	MONDO_0005071	4.0
GRIA2	ENSG00000120251	MONDO_0030060	MONDO_0005071	MONDO_0008300	MONDO_0005071	4.0
GRIA2	ENSG00000120251	MONDO_0030060	MONDO_0005071	HP_0002315	HP_0000707	4.0
