gene_name	gene_id	mondo_disease_id	mondo_ancestor_id	ontology_id	ontology_ancestor_id
AARS1	ENSG00000090861	MONDO_0013212	MONDO_0005071	MP_0000876	MP_0003631
ABCA4	ENSG00000198691	MONDO_0800406	MONDO_0005071	MP_0008584	MP_0003631
ABCA4	ENSG00000198691	MONDO_0800406	MONDO_0005071	MP_0008450	MP_0003631
ABCA4	ENSG00000198691	MONDO_0800406	MONDO_0005071	MP_0003729	MP_0003631
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0001570	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0002941	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0002647	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0005627	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0008837	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0000203	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0000202	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0000186	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0001573	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0002118	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0021029	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0001566	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0001569	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0005343	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0005560	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0012336	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0005344	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0009642	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0008806	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0002968	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0004789	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0011977	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0011584	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0005179	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0000195	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0005553	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	MP_0005584	MP_0005376
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0004335	MP_0002647	MP_0005381
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0004335	MP_0003868	MP_0005381
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0004335	MP_0010155	MP_0005381
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005151	MP_0002928	MP_0005379
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005151	MP_0003255	MP_0005379
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005151	MP_0020134	MP_0005379
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005151	MP_0003253	MP_0005379
ABCB6	ENSG00000115657	MONDO_0014169	MONDO_0002051	MP_0002098	MP_0010771
ABCB7	ENSG00000131269	MONDO_0044970	MONDO_0044970	MP_0003121	MP_0005384
ABCC4	ENSG00000125257	MONDO_0001197	MONDO_0005570	MP_0014348	MP_0005397
ABCC4	ENSG00000125257	MONDO_0001197	MONDO_0005570	MP_0000711	MP_0005397
ABCC4	ENSG00000125257	MONDO_0001197	MONDO_0005570	MP_0002356	MP_0005397
ABCC4	ENSG00000125257	MONDO_0001197	MONDO_0005570	MP_0000692	MP_0005397
ABCC4	ENSG00000125257	MONDO_0001197	MONDO_0005570	MP_0008470	MP_0005397
ABCC4	ENSG00000125257	MONDO_0001197	MONDO_0005570	MP_0014263	MP_0005397
ABCC8	ENSG00000006071	MONDO_0015967	MONDO_0005066	MP_0005559	MP_0005376
ABCC8	ENSG00000006071	MONDO_0015967	MONDO_0005066	MP_0003058	MP_0005376
ABCC8	ENSG00000006071	MONDO_0015967	MONDO_0005066	MP_0003059	MP_0005376
ABCC8	ENSG00000006071	MONDO_0015967	MONDO_0005066	MP_0003564	MP_0005376
ABCC8	ENSG00000006071	MONDO_0015967	MONDO_0005066	MP_0000189	MP_0005376
ABCC8	ENSG00000006071	MONDO_0015967	MONDO_0005066	MP_0005560	MP_0005376
ABCC8	ENSG00000006071	MONDO_0015967	MONDO_0005066	MP_0005293	MP_0005376
ABCC8	ENSG00000006071	MONDO_0015967	MONDO_0005151	MP_0003058	MP_0005379
ABCC8	ENSG00000006071	MONDO_0015967	MONDO_0005151	MP_0003059	MP_0005379
ABCC8	ENSG00000006071	MONDO_0015967	MONDO_0005151	MP_0003564	MP_0005379
ABCC8	ENSG00000006071	MONDO_0015967	MONDO_0005151	MP_0005217	MP_0005379
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0002081	MP_0005140	MP_0005369
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0002081	MP_0030021	MP_0005369
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0002081	MP_0005590	MP_0005369
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0002081	MP_0009865	MP_0005369
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0002081	MP_0003646	MP_0005369
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0002081	MP_0005595	MP_0005369
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0002081	MP_0000278	MP_0005369
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0002753	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0031192	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0001625	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0000231	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0000274	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0003897	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0005140	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0006144	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0000230	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0004937	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0011951	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0010468	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0010575	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0020345	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0011925	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0003394	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0005590	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0006047	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0006135	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0006143	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0009865	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0010574	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0000249	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0001596	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0002842	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0002833	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0003137	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0005595	MP_0005385
ABCC9	ENSG00000069431	MONDO_0005021	MONDO_0004995	MP_0000278	MP_0005385
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005066	MP_0002118	MP_0005376
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005066	MP_0005281	MP_0005376
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005066	MP_0005284	MP_0005376
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005066	MP_0008821	MP_0005376
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005151	MP_0008288	MP_0005379
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005151	MP_0008294	MP_0005379
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005151	MP_0008295	MP_0005379
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005071	MP_0003354	MP_0003631
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005071	MP_0000136	MP_0003631
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005071	MP_0000955	MP_0003631
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005071	MP_0003633	MP_0003631
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005071	MP_0002182	MP_0003631
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005071	MP_0001106	MP_0003631
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005071	MP_0005405	MP_0003631
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005071	MP_0005403	MP_0003631
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005071	MP_0000920	MP_0003631
ABCD3	ENSG00000117528	MONDO_0014564	MONDO_0005066	MP_0002644	MP_0005376
ABCD3	ENSG00000117528	MONDO_0014564	MONDO_0005066	MP_0002968	MP_0005376
ABCD3	ENSG00000117528	MONDO_0014564	MONDO_0005066	MP_0005278	MP_0005376
ABCD3	ENSG00000117528	MONDO_0014564	MONDO_0005066	MP_0000194	MP_0005376
ABCD3	ENSG00000117528	MONDO_0014564	MONDO_0005066	MP_0005568	MP_0005376
ABCD3	ENSG00000117528	MONDO_0014564	MONDO_0005066	MP_0013279	MP_0005376
ABCD3	ENSG00000117528	MONDO_0014564	MONDO_0005066	MP_0009642	MP_0005376
ABCD3	ENSG00000117528	MONDO_0014564	MONDO_0005066	MP_0005292	MP_0005376
ABCG5	ENSG00000138075	MONDO_0008863	MONDO_0005066	MP_0005278	MP_0005376
ABCG5	ENSG00000138075	MONDO_0008863	MONDO_0005066	MP_0002118	MP_0005376
ABCG5	ENSG00000138075	MONDO_0008863	MONDO_0005066	MP_0001552	MP_0005376
ABCG5	ENSG00000138075	MONDO_0008863	MONDO_0005066	MP_0005266	MP_0005376
ABCG5	ENSG00000138075	MONDO_0008863	MONDO_0005066	MP_0010078	MP_0005376
ABCG5	ENSG00000138075	MONDO_0008863	MONDO_0005066	MP_0005179	MP_0005376
ABCG5	ENSG00000138075	MONDO_0008863	MONDO_0005066	MP_0004777	MP_0005376
ABCG5	ENSG00000138075	MONDO_0008863	MONDO_0005066	MP_0009549	MP_0005376
ABCG5	ENSG00000138075	MONDO_0008863	MONDO_0005066	MP_0003983	MP_0005376
ABCG5	ENSG00000138075	MONDO_0008863	MONDO_0005066	MP_0003949	MP_0005376
ABCG5	ENSG00000138075	MONDO_0008863	MONDO_0005066	MP_0005606	MP_0005376
ABCG5	ENSG00000138075	MONDO_0008863	MONDO_0005066	MP_0003975	MP_0005376
ABCG5	ENSG00000138075	MONDO_0008863	MONDO_0005066	MP_0006298	MP_0005376
ABCG5	ENSG00000138075	MONDO_0008863	MONDO_0005066	MP_0000180	MP_0005376
ABCG8	ENSG00000143921	MONDO_0008863	MONDO_0005066	MP_0001554	MP_0005376
ABCG8	ENSG00000143921	MONDO_0008863	MONDO_0005066	MP_0001552	MP_0005376
ABCG8	ENSG00000143921	MONDO_0008863	MONDO_0005066	MP_0005343	MP_0005376
ABCG8	ENSG00000143921	MONDO_0008863	MONDO_0005066	MP_0010078	MP_0005376
ABCG8	ENSG00000143921	MONDO_0008863	MONDO_0005066	MP_0005278	MP_0005376
ABCG8	ENSG00000143921	MONDO_0008863	MONDO_0005066	MP_0002968	MP_0005376
ABCG8	ENSG00000143921	MONDO_0008863	MONDO_0005066	MP_0005634	MP_0005376
ABCG8	ENSG00000143921	MONDO_0008863	MONDO_0005066	MP_0005419	MP_0005376
ABCG8	ENSG00000143921	MONDO_0008863	MONDO_0005066	MP_0002941	MP_0005376
ABCG8	ENSG00000143921	MONDO_0008863	MONDO_0005066	MP_0005553	MP_0005376
ABCG8	ENSG00000143921	MONDO_0008863	MONDO_0005066	MP_0003983	MP_0005376
ABCG8	ENSG00000143921	MONDO_0008863	MONDO_0005066	MP_0004151	MP_0005376
ABCG8	ENSG00000143921	MONDO_0008863	MONDO_0005066	MP_0005178	MP_0005376
ABCG8	ENSG00000143921	MONDO_0008863	MONDO_0005066	MP_0005179	MP_0005376
ABCG8	ENSG00000143921	MONDO_0008863	MONDO_0005066	MP_0005627	MP_0005376
ABHD12	ENSG00000100997	MONDO_0012984	MONDO_0005066	MP_0004777	MP_0005376
ABHD12	ENSG00000100997	MONDO_0012984	MONDO_0005066	MP_0011579	MP_0005376
ABHD12	ENSG00000100997	MONDO_0012984	MONDO_0005071	MP_0008918	MP_0003631
ABHD5	ENSG00000011198	MONDO_0010155	MONDO_0005066	MP_0005317	MP_0005376
ABHD5	ENSG00000011198	MONDO_0010155	MONDO_0005066	MP_0012232	MP_0005376
ABHD5	ENSG00000011198	MONDO_0010155	MONDO_0005066	MP_0001547	MP_0005376
ABHD5	ENSG00000011198	MONDO_0010155	MONDO_0005066	MP_0009355	MP_0005376
ABHD5	ENSG00000011198	MONDO_0010155	MONDO_0005066	MP_0002644	MP_0005376
ABHD5	ENSG00000011198	MONDO_0010155	MONDO_0005066	MP_0005282	MP_0005376
ABHD5	ENSG00000011198	MONDO_0010155	MONDO_0005066	MP_0002118	MP_0005376
ABHD5	ENSG00000011198	MONDO_0010155	MONDO_0005066	MP_0008033	MP_0005376
ABHD5	ENSG00000011198	MONDO_0010155	MONDO_0005066	MP_0002796	MP_0005376
ABHD5	ENSG00000011198	MONDO_0010155	MONDO_0005066	MP_0011582	MP_0005376
ABHD5	ENSG00000011198	MONDO_0010155	MONDO_0005066	MP_0005560	MP_0005376
ACAD8	ENSG00000151498	MONDO_0012648	MONDO_0005066	MP_0001570	MP_0005376
ACAD8	ENSG00000151498	MONDO_0012648	MONDO_0005066	MP_0011049	MP_0005376
ACAD8	ENSG00000151498	MONDO_0012648	MONDO_0005066	MP_0003978	MP_0005376
ACAD8	ENSG00000151498	MONDO_0012648	MONDO_0005066	MP_0005289	MP_0005376
ACAD8	ENSG00000151498	MONDO_0012648	MONDO_0005066	MP_0009643	MP_0005376
ACAD8	ENSG00000151498	MONDO_0012648	MONDO_0005066	MP_0005311	MP_0005376
ACADL	ENSG00000115361	MONDO_0020531	MONDO_0005066	MP_0005283	MP_0005376
ACADL	ENSG00000115361	MONDO_0020531	MONDO_0005066	MP_0011019	MP_0005376
ACADL	ENSG00000115361	MONDO_0020531	MONDO_0005066	MP_0000189	MP_0005376
ACADL	ENSG00000115361	MONDO_0020531	MONDO_0005066	MP_0001554	MP_0005376
ACADL	ENSG00000115361	MONDO_0020531	MONDO_0005066	MP_0005281	MP_0005376
ACADL	ENSG00000115361	MONDO_0020531	MONDO_0005066	MP_0002118	MP_0005376
ACADL	ENSG00000115361	MONDO_0020531	MONDO_0005066	MP_0003979	MP_0005376
ACADL	ENSG00000115361	MONDO_0020531	MONDO_0005066	MP_0008570	MP_0005376
ACADL	ENSG00000115361	MONDO_0020531	MONDO_0005066	MP_0005584	MP_0005376
ACADL	ENSG00000115361	MONDO_0020531	MONDO_0005066	MP_0030613	MP_0005376
ACADL	ENSG00000115361	MONDO_0020531	MONDO_0004995	MP_0003141	MP_0005385
ACADL	ENSG00000115361	MONDO_0020531	MONDO_0004995	MP_0000266	MP_0005385
ACADM	ENSG00000117054	MONDO_0008721	MONDO_0005066	MP_0009642	MP_0005376
ACADM	ENSG00000117054	MONDO_0008721	MONDO_0005066	MP_0011049	MP_0005376
ACADM	ENSG00000117054	MONDO_0008721	MONDO_0005066	MP_0003979	MP_0005376
ACADM	ENSG00000117054	MONDO_0008721	MONDO_0005066	MP_0005560	MP_0005376
ACADS	ENSG00000122971	MONDO_0008722	MONDO_0005066	MP_0030612	MP_0005376
ACADS	ENSG00000122971	MONDO_0008722	MONDO_0005066	MP_0003978	MP_0005376
ACADS	ENSG00000122971	MONDO_0008722	MONDO_0005066	MP_0001556	MP_0005376
ACADS	ENSG00000122971	MONDO_0008722	MONDO_0005066	MP_0000186	MP_0005376
ACADS	ENSG00000122971	MONDO_0008722	MONDO_0005066	MP_0030615	MP_0005376
ACADS	ENSG00000122971	MONDO_0008722	MONDO_0005066	MP_0011019	MP_0005376
ACADS	ENSG00000122971	MONDO_0008722	MONDO_0005066	MP_0010953	MP_0005376
ACADS	ENSG00000122971	MONDO_0008722	MONDO_0005066	MP_0000189	MP_0005376
ACADS	ENSG00000122971	MONDO_0008722	MONDO_0005066	MP_0030656	MP_0005376
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0005066	MP_0005439	MP_0005376
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0005066	MP_0000189	MP_0005376
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0005066	MP_0003979	MP_0005376
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0005066	MP_0005332	MP_0005376
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0005066	MP_0005584	MP_0005376
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0005066	MP_0011049	MP_0005376
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0005066	MP_0002118	MP_0005376
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0005066	MP_0005293	MP_0005376
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0005066	MP_0013278	MP_0005376
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0002081	MP_0005330	MP_0005369
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0002081	MP_0003084	MP_0005369
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0002081	MP_0004566	MP_0005369
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0002081	MP_0000278	MP_0005369
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0004995	MP_0005330	MP_0005385
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0004995	MP_0005333	MP_0005385
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0004995	MP_0004566	MP_0005385
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0004995	MP_0000278	MP_0005385
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0004995	MP_0000266	MP_0005385
ACADVL	ENSG00000072778	MONDO_0008723	MONDO_0004995	MP_0001636	MP_0005385
ACBD5	ENSG00000107897	MONDO_0100112	MONDO_0005066	MP_0005292	MP_0005376
ACBD5	ENSG00000107897	MONDO_0100112	MONDO_0005066	MP_0005281	MP_0005376
ACBD5	ENSG00000107897	MONDO_0100112	MONDO_0005066	MP_0002118	MP_0005376
ACBD5	ENSG00000107897	MONDO_0100112	MONDO_0005066	MP_0005419	MP_0005376
ACBD5	ENSG00000107897	MONDO_0100112	MONDO_0005066	MP_0002644	MP_0005376
ACBD5	ENSG00000107897	MONDO_0100112	MONDO_0005066	MP_0005553	MP_0005376
ACBD5	ENSG00000107897	MONDO_0100112	MONDO_0005066	MP_0005567	MP_0005376
ACBD5	ENSG00000107897	MONDO_0100112	MONDO_0005066	MP_0005565	MP_0005376
ACBD5	ENSG00000107897	MONDO_0100112	MONDO_0005066	MP_0003439	MP_0005376
ACBD5	ENSG00000107897	MONDO_0100112	MONDO_0005066	MP_0012220	MP_0005376
ACBD5	ENSG00000107897	MONDO_0100112	MONDO_0005066	MP_0000195	MP_0005376
ACBD5	ENSG00000107897	MONDO_0100112	MONDO_0005066	MP_0002968	MP_0005376
ACO2	ENSG00000100412	MONDO_0044970	MONDO_0044970	MP_0008806	MP_0005376
ACO2	ENSG00000100412	MONDO_0044970	MONDO_0044970	MP_0005178	MP_0005376
ACOX1	ENSG00000161533	MONDO_0030073	MONDO_0005066	MP_0002968	MP_0005376
ACOX1	ENSG00000161533	MONDO_0030073	MONDO_0005066	MP_0001548	MP_0005376
ACOX1	ENSG00000161533	MONDO_0030073	MONDO_0005066	MP_0002941	MP_0005376
ACOX1	ENSG00000161533	MONDO_0009919	MONDO_0005066	MP_0002968	MP_0005376
ACOX1	ENSG00000161533	MONDO_0009919	MONDO_0005066	MP_0001548	MP_0005376
ACOX1	ENSG00000161533	MONDO_0009919	MONDO_0005066	MP_0002941	MP_0005376
ACSF3	ENSG00000176715	MONDO_0013661	MONDO_0005066	MP_0008810	MP_0005376
ACTA1	ENSG00000143632	MONDO_0100084	MONDO_0002081	MP_0009402	MP_0005369
ACTA1	ENSG00000143632	MONDO_0100084	MONDO_0002081	MP_0004232	MP_0005369
ACTA1	ENSG00000143632	MONDO_0100084	MONDO_0002081	MP_0004090	MP_0005369
ACTA1	ENSG00000143632	MONDO_0100084	MONDO_0002081	MP_0000733	MP_0005369
ACTA1	ENSG00000143632	MONDO_0100084	MONDO_0002081	MP_0000747	MP_0005369
ACTA1	ENSG00000143632	MONDO_0100084	MONDO_0002081	MP_0004087	MP_0005369
ACTA1	ENSG00000143632	MONDO_0100084	MONDO_0002081	MP_0030140	MP_0005369
ACTA1	ENSG00000143632	MONDO_0100084	MONDO_0002081	MP_0002106	MP_0005369
ACTA1	ENSG00000143632	MONDO_0100084	MONDO_0002081	MP_0003084	MP_0005369
ACTA1	ENSG00000143632	MONDO_0100084	MONDO_0002081	MP_0000161	MP_0005390
ACTA1	ENSG00000143632	MONDO_0100084	MONDO_0002081	MP_0010399	MP_0005369
ACTB	ENSG00000075624	MONDO_0017579	MONDO_0021147	MP_0001265	MP_0005378
ACTB	ENSG00000075624	MONDO_0017579	MONDO_0021147	MP_0001262	MP_0005378
ACTB	ENSG00000075624	MONDO_0017579	MONDO_0021147	MP_0003984	MP_0005380
ACTB	ENSG00000075624	MONDO_0017579	MONDO_0021147	MP_0003984	MP_0005378
ACTB	ENSG00000075624	MONDO_0017579	MONDO_0005071	MP_0004531	MP_0003631
ACTB	ENSG00000075624	MONDO_0017579	MONDO_0005071	MP_0004527	MP_0003631
ACTB	ENSG00000075624	MONDO_0017579	MONDO_0005071	MP_0004529	MP_0003631
ACTC1	ENSG00000159251	MONDO_0005045	MONDO_0002081	MP_0004566	MP_0005369
ACTC1	ENSG00000159251	MONDO_0005045	MONDO_0002081	MP_0000749	MP_0005369
ACTC1	ENSG00000159251	MONDO_0005045	MONDO_0002081	MP_0000278	MP_0005369
ACTC1	ENSG00000159251	MONDO_0005045	MONDO_0002081	MP_0031131	MP_0005369
ACTC1	ENSG00000159251	MONDO_0005045	MONDO_0002081	MP_0004090	MP_0005369
ACTC1	ENSG00000159251	MONDO_0005045	MONDO_0002081	MP_0002190	MP_0005369
ACTC1	ENSG00000159251	MONDO_0005045	MONDO_0002081	MP_0003222	MP_0005369
ACTC1	ENSG00000159251	MONDO_0005045	MONDO_0004995	MP_0004566	MP_0005385
ACTC1	ENSG00000159251	MONDO_0005045	MONDO_0004995	MP_0000278	MP_0005385
ACTC1	ENSG00000159251	MONDO_0005045	MONDO_0004995	MP_0031131	MP_0005385
ACTC1	ENSG00000159251	MONDO_0005045	MONDO_0004995	MP_0002190	MP_0005385
ACTC1	ENSG00000159251	MONDO_0005045	MONDO_0004995	MP_0000274	MP_0005385
ACTC1	ENSG00000159251	MONDO_0005045	MONDO_0004995	MP_0012082	MP_0005385
ACTC1	ENSG00000159251	MONDO_0005021	MONDO_0002081	MP_0004566	MP_0005369
ACTC1	ENSG00000159251	MONDO_0005021	MONDO_0002081	MP_0000749	MP_0005369
ACTC1	ENSG00000159251	MONDO_0005021	MONDO_0002081	MP_0000278	MP_0005369
ACTC1	ENSG00000159251	MONDO_0005021	MONDO_0002081	MP_0031131	MP_0005369
ACTC1	ENSG00000159251	MONDO_0005021	MONDO_0002081	MP_0004090	MP_0005369
ACTC1	ENSG00000159251	MONDO_0005021	MONDO_0002081	MP_0002190	MP_0005369
ACTC1	ENSG00000159251	MONDO_0005021	MONDO_0002081	MP_0003222	MP_0005369
ACTC1	ENSG00000159251	MONDO_0005021	MONDO_0004995	MP_0004566	MP_0005385
ACTC1	ENSG00000159251	MONDO_0005021	MONDO_0004995	MP_0000278	MP_0005385
ACTC1	ENSG00000159251	MONDO_0005021	MONDO_0004995	MP_0031131	MP_0005385
ACTC1	ENSG00000159251	MONDO_0005021	MONDO_0004995	MP_0002190	MP_0005385
ACTC1	ENSG00000159251	MONDO_0005021	MONDO_0004995	MP_0000274	MP_0005385
ACTC1	ENSG00000159251	MONDO_0005021	MONDO_0004995	MP_0012082	MP_0005385
ACTC1	ENSG00000159251	MONDO_0016587	MONDO_0002081	MP_0004566	MP_0005369
ACTC1	ENSG00000159251	MONDO_0016587	MONDO_0002081	MP_0000749	MP_0005369
ACTC1	ENSG00000159251	MONDO_0016587	MONDO_0002081	MP_0000278	MP_0005369
ACTC1	ENSG00000159251	MONDO_0016587	MONDO_0002081	MP_0031131	MP_0005369
ACTC1	ENSG00000159251	MONDO_0016587	MONDO_0002081	MP_0004090	MP_0005369
ACTC1	ENSG00000159251	MONDO_0016587	MONDO_0002081	MP_0002190	MP_0005369
ACTC1	ENSG00000159251	MONDO_0016587	MONDO_0002081	MP_0003222	MP_0005369
ACTC1	ENSG00000159251	MONDO_0016587	MONDO_0004995	MP_0004566	MP_0005385
ACTC1	ENSG00000159251	MONDO_0016587	MONDO_0004995	MP_0000278	MP_0005385
ACTC1	ENSG00000159251	MONDO_0016587	MONDO_0004995	MP_0031131	MP_0005385
ACTC1	ENSG00000159251	MONDO_0016587	MONDO_0004995	MP_0002190	MP_0005385
ACTC1	ENSG00000159251	MONDO_0016587	MONDO_0004995	MP_0000274	MP_0005385
ACTC1	ENSG00000159251	MONDO_0016587	MONDO_0004995	MP_0012082	MP_0005385
ACTG1	ENSG00000184009	MONDO_0013812	MONDO_0021147	MP_0000562	MP_0005371
ACTG1	ENSG00000184009	MONDO_0013812	MONDO_0021147	MP_0000433	MP_0005378
ACTG1	ENSG00000184009	MONDO_0013812	MONDO_0021147	MP_0003054	MP_0005380
ACTG1	ENSG00000184009	MONDO_0013812	MONDO_0021147	MP_0003984	MP_0005380
ACTG1	ENSG00000184009	MONDO_0013812	MONDO_0021147	MP_0003984	MP_0005378
ACTG1	ENSG00000184009	MONDO_0013812	MONDO_0021147	MP_0001262	MP_0005378
ACTG1	ENSG00000184009	MONDO_0013812	MONDO_0021147	MP_0000564	MP_0005371
ACTG1	ENSG00000184009	MONDO_0013812	MONDO_0005071	MP_0003054	MP_0003631
ACTG1	ENSG00000184009	MONDO_0013812	MONDO_0005071	MP_0004529	MP_0003631
