	Ontology ID	Ancestor
0	MONDO_0032804	MONDO_0003847
1	MONDO_0009343	MONDO_0003847
2	MONDO_0008372	MONDO_0003847
3	MONDO_0014649	MONDO_0003847
4	MONDO_0011156	MONDO_0003847
5	MONDO_0033638	MONDO_0003847
6	MONDO_0011734	MONDO_0003847
7	MONDO_0958017	MONDO_0003847
8	MONDO_0008682	MONDO_0003847
9	MONDO_0032864	MONDO_0003847
10	MONDO_0019053	MONDO_0003847
11	MONDO_0014410	MONDO_0003847
12	MONDO_0010407	MONDO_0003847
13	MONDO_0007996	MONDO_0003847
14	MONDO_0016079	MONDO_0003847
15	MONDO_0035124	MONDO_0003847
16	MONDO_0033639	MONDO_0003847
17	MONDO_0700074	MONDO_0003847
18	MONDO_0009347	MONDO_0003847
19	MONDO_0008243	MONDO_0003847
20	MONDO_0010014	MONDO_0003847
21	MONDO_0008764	MONDO_0003847
22	MONDO_0012684	MONDO_0003847
23	MONDO_0011736	MONDO_0003847
24	MONDO_0012487	MONDO_0003847
25	MONDO_0009026	MONDO_0003847
26	MONDO_0032868	MONDO_0003847
27	MONDO_0007888	MONDO_0003847
28	MONDO_0100276	MONDO_0003847
29	MONDO_0013607	MONDO_0003847
30	MONDO_0014475	MONDO_0003847
31	MONDO_0010409	MONDO_0003847
32	MONDO_0850067	MONDO_0003847
33	MONDO_0007997	MONDO_0003847
34	MONDO_0008752	MONDO_0003847
35	MONDO_0043110	MONDO_0003847
36	MONDO_0033645	MONDO_0003847
37	MONDO_0008224	MONDO_0003847
38	MONDO_0011886	MONDO_0003847
39	MONDO_0009355	MONDO_0003847
40	MONDO_0010193	MONDO_0003847
41	MONDO_0014759	MONDO_0003847
42	MONDO_0011214	MONDO_0003847
43	MONDO_0012000	MONDO_0003847
44	MONDO_0013492	MONDO_0003847
45	MONDO_0010842	MONDO_0003847
46	MONDO_0032870	MONDO_0003847
47	MONDO_0015185	MONDO_0003847
48	MONDO_0054865	MONDO_0003847
49	MONDO_0008765	MONDO_0003847
50	MONDO_0001727	MONDO_0003847
51	MONDO_0033481	MONDO_0003847
52	MONDO_0014013	MONDO_0003847
53	MONDO_0007998	MONDO_0003847
54	MONDO_0044305	MONDO_0003847
55	MONDO_0033646	MONDO_0003847
56	MONDO_0700076	MONDO_0003847
57	MONDO_0009358	MONDO_0003847
58	MONDO_0011842	MONDO_0003847
59	MONDO_0010367	MONDO_0003847
60	MONDO_0010498	MONDO_0003847
61	MONDO_0010714	MONDO_0003847
62	MONDO_0010412	MONDO_0003847
63	MONDO_0030062	MONDO_0003847
64	MONDO_0011744	MONDO_0003847
65	MONDO_0021035	MONDO_0003847
66	MONDO_0010962	MONDO_0003847
67	MONDO_0032875	MONDO_0003847
68	MONDO_0024462	MONDO_0003847
69	MONDO_0018614	MONDO_0003847
70	MONDO_0001728	MONDO_0003847
71	MONDO_0035117	MONDO_0003847
72	MONDO_0010570	MONDO_0003847
73	MONDO_0018956	MONDO_0003847
74	MONDO_0013502	MONDO_0003847
75	MONDO_0033649	MONDO_0003847
76	MONDO_0008225	MONDO_0003847
77	MONDO_0032633	MONDO_0003847
78	MONDO_0009374	MONDO_0003847
79	MONDO_0017352	MONDO_0003847
80	MONDO_0000563	MONDO_0003847
81	MONDO_0014793	MONDO_0003847
82	MONDO_0009093	MONDO_0003847
83	MONDO_0011415	MONDO_0003847
84	MONDO_0010417	MONDO_0003847
85	MONDO_0008001	MONDO_0003847
86	MONDO_0014815	MONDO_0003847
87	MONDO_0011497	MONDO_0003847
88	MONDO_0011745	MONDO_0003847
89	MONDO_0030009	MONDO_0003847
90	MONDO_0010979	MONDO_0003847
91	MONDO_0032879	MONDO_0003847
92	MONDO_0100548	MONDO_0003847
93	MONDO_0001729	MONDO_0003847
94	MONDO_0007296	MONDO_0003847
95	MONDO_0010803	MONDO_0003847
96	MONDO_0004889	MONDO_0003847
97	MONDO_0033650	MONDO_0003847
98	MONDO_0019201	MONDO_0003847
99	MONDO_0016802	MONDO_0003847
100	MONDO_0009375	MONDO_0003847
101	MONDO_0019793	MONDO_0003847
102	MONDO_0010427	MONDO_0003847
103	MONDO_0007266	MONDO_0003847
104	MONDO_0014381	MONDO_0003847
105	MONDO_0011746	MONDO_0003847
106	MONDO_0008788	MONDO_0003847
107	MONDO_0011335	MONDO_0003847
108	MONDO_0032882	MONDO_0003847
109	MONDO_0018453	MONDO_0003847
110	MONDO_0007944	MONDO_0003847
111	MONDO_0010848	MONDO_0003847
112	MONDO_0010881	MONDO_0003847
113	MONDO_0017226	MONDO_0003847
114	MONDO_0004890	MONDO_0003847
115	MONDO_0024522	MONDO_0003847
116	MONDO_0033651	MONDO_0003847
117	MONDO_0018343	MONDO_0003847
118	MONDO_0015515	MONDO_0003847
119	MONDO_0017684	MONDO_0003847
120	MONDO_0019794	MONDO_0003847
121	MONDO_0011473	MONDO_0003847
122	MONDO_0014876	MONDO_0003847
123	MONDO_0009935	MONDO_0003847
124	MONDO_0011751	MONDO_0003847
125	MONDO_0008846	MONDO_0003847
126	MONDO_1040053	MONDO_0003847
127	MONDO_0032883	MONDO_0003847
128	MONDO_0007966	MONDO_0003847
129	MONDO_0018354	MONDO_0003847
130	MONDO_0011464	MONDO_0003847
131	MONDO_0010733	MONDO_0003847
132	MONDO_1040055	MONDO_0003847
133	MONDO_0010460	MONDO_0003847
134	MONDO_0008007	MONDO_0003847
135	MONDO_0033652	MONDO_0003847
136	MONDO_0001539	MONDO_0003847
137	MONDO_0000211	MONDO_0003847
138	MONDO_0012895	MONDO_0003847
139	MONDO_0009384	MONDO_0003847
140	MONDO_0013029	MONDO_0003847
141	MONDO_0007267	MONDO_0003847
142	MONDO_0014884	MONDO_0003847
143	MONDO_0010221	MONDO_0003847
144	MONDO_0011779	MONDO_0003847
145	MONDO_0009238	MONDO_0003847
146	MONDO_0011537	MONDO_0003847
147	MONDO_0019497	MONDO_0003847
148	MONDO_0013385	MONDO_0003847
149	MONDO_0012246	MONDO_0003847
150	MONDO_0010886	MONDO_0003847
151	MONDO_0013137	MONDO_0003847
152	MONDO_0010461	MONDO_0003847
153	MONDO_0054765	MONDO_0003847
154	MONDO_0033653	MONDO_0003847
155	MONDO_0009385	MONDO_0003847
156	MONDO_0032884	MONDO_0003847
157	MONDO_0014867	MONDO_0003847
158	MONDO_0012056	MONDO_0003847
159	MONDO_0014930	MONDO_0003847
160	MONDO_0012073	MONDO_0003847
161	MONDO_0005464	MONDO_0003847
162	MONDO_0011796	MONDO_0003847
163	MONDO_0009240	MONDO_0003847
164	MONDO_0019548	MONDO_0003847
165	MONDO_0013241	MONDO_0003847
166	MONDO_0010462	MONDO_0003847
167	MONDO_0010711	MONDO_0003847
168	MONDO_0010988	MONDO_0003847
169	MONDO_0033654	MONDO_0003847
170	MONDO_0010080	MONDO_0003847
171	MONDO_0009390	MONDO_0003847
172	MONDO_0032886	MONDO_0003847
173	MONDO_0008356	MONDO_0003847
174	MONDO_0010177	MONDO_0003847
175	MONDO_0060715	MONDO_0003847
176	MONDO_0011413	MONDO_0003847
177	MONDO_0006150	MONDO_0003847
178	MONDO_0017464	MONDO_0003847
179	MONDO_0011790	MONDO_0003847
180	MONDO_0010375	MONDO_0003847
181	MONDO_0014451	MONDO_0003847
182	MONDO_0017830	MONDO_0003847
183	MONDO_0012514	MONDO_0003847
184	MONDO_0007268	MONDO_0003847
185	MONDO_0018804	MONDO_0003847
186	MONDO_0011798	MONDO_0003847
187	MONDO_0019222	MONDO_0003847
188	MONDO_0011812	MONDO_0003847
189	MONDO_0014420	MONDO_0003847
190	MONDO_0008067	MONDO_0003847
191	MONDO_0007338	MONDO_0003847
192	MONDO_0010164	MONDO_0003847
193	MONDO_0100107	MONDO_0003847
194	MONDO_0030067	MONDO_0003847
195	MONDO_0014626	MONDO_0003847
196	MONDO_0011011	MONDO_0003847
197	MONDO_0011698	MONDO_0003847
198	MONDO_0013151	MONDO_0003847
199	MONDO_0010473	MONDO_0003847
200	MONDO_0021907	MONDO_0003847
201	MONDO_0033655	MONDO_0003847
202	MONDO_0011216	MONDO_0003847
203	MONDO_0009391	MONDO_0003847
204	MONDO_0032890	MONDO_0003847
205	MONDO_0014934	MONDO_0003847
206	MONDO_0008359	MONDO_0003847
207	MONDO_0018801	MONDO_0003847
208	MONDO_0021190	MONDO_0003847
209	MONDO_0100188	MONDO_0003847
210	MONDO_0006416	MONDO_0003847
211	MONDO_0017465	MONDO_0003847
212	MONDO_0013033	MONDO_0003847
213	MONDO_0013827	MONDO_0003847
214	MONDO_0013521	MONDO_0003847
215	MONDO_0014288	MONDO_0003847
216	MONDO_0012525	MONDO_0003847
217	MONDO_0014951	MONDO_0003847
218	MONDO_0030360	MONDO_0003847
219	MONDO_0000700	MONDO_0003847
220	MONDO_0011810	MONDO_0003847
221	MONDO_0004737	MONDO_0003847
222	MONDO_0020702	MONDO_0003847
223	MONDO_0014448	MONDO_0003847
224	MONDO_0009633	MONDO_0003847
225	MONDO_0008637	MONDO_0003847
226	MONDO_0016032	MONDO_0003847
227	MONDO_0859314	MONDO_0003847
228	MONDO_0014040	MONDO_0003847
229	MONDO_0016819	MONDO_0003847
230	MONDO_0011971	MONDO_0003847
231	MONDO_0003147	MONDO_0003847
232	MONDO_0014776	MONDO_0003847
233	MONDO_0011064	MONDO_0003847
234	MONDO_0013404	MONDO_0003847
235	MONDO_0100454	MONDO_0003847
236	MONDO_0010483	MONDO_0003847
237	MONDO_0021908	MONDO_0003847
238	MONDO_0033656	MONDO_0003847
239	MONDO_0011565	MONDO_0003847
240	MONDO_0032892	MONDO_0003847
241	MONDO_0016163	MONDO_0003847
242	MONDO_0008361	MONDO_0003847
243	MONDO_0010179	MONDO_0003847
244	MONDO_0100252	MONDO_0003847
245	MONDO_0012175	MONDO_0003847
246	MONDO_0017466	MONDO_0003847
247	MONDO_0013522	MONDO_0003847
248	MONDO_0021057	MONDO_0003847
249	MONDO_0031219	MONDO_0003847
250	MONDO_0014462	MONDO_0003847
251	MONDO_0014307	MONDO_0003847
252	MONDO_0012990	MONDO_0003847
253	MONDO_0014962	MONDO_0003847
254	MONDO_0012622	MONDO_0003847
255	MONDO_0030503	MONDO_0003847
256	MONDO_0010753	MONDO_0003847
257	MONDO_0011825	MONDO_0003847
258	MONDO_0009392	MONDO_0003847
259	MONDO_0012198	MONDO_0003847
260	MONDO_0014449	MONDO_0003847
261	MONDO_0007447	MONDO_0003847
262	MONDO_0016559	MONDO_0003847
263	MONDO_0010560	MONDO_0003847
264	MONDO_0032893	MONDO_0003847
265	MONDO_0017419	MONDO_0003847
266	MONDO_0017233	MONDO_0003847
267	MONDO_0859325	MONDO_0003847
268	MONDO_0008164	MONDO_0003847
269	MONDO_0033480	MONDO_0003847
270	MONDO_0011079	MONDO_0003847
271	MONDO_0008774	MONDO_0003847
272	MONDO_0100441	MONDO_0003847
273	MONDO_0010765	MONDO_0003847
274	MONDO_0010496	MONDO_0003847
275	MONDO_0007257	MONDO_0003847
276	MONDO_0700250	MONDO_0003847
277	MONDO_0013220	MONDO_0003847
278	MONDO_0011566	MONDO_0003847
279	MONDO_0013928	MONDO_0003847
280	MONDO_0008362	MONDO_0003847
281	MONDO_0010189	MONDO_0003847
282	MONDO_0010159	MONDO_0003847
283	MONDO_0012395	MONDO_0003847
284	MONDO_0012505	MONDO_0003847
285	MONDO_0014224	MONDO_0003847
286	MONDO_0013828	MONDO_0003847
287	MONDO_0012304	MONDO_0003847
288	MONDO_0016362	MONDO_0003847
289	MONDO_0008972	MONDO_0003847
290	MONDO_0012905	MONDO_0003847
291	MONDO_0008056	MONDO_0003847
292	MONDO_0015263	MONDO_0003847
293	MONDO_0009396	MONDO_0003847
294	MONDO_0014495	MONDO_0003847
295	MONDO_0800182	MONDO_0003847
296	MONDO_0015092	MONDO_0003847
297	MONDO_0859327	MONDO_0003847
298	MONDO_0032897	MONDO_0003847
299	MONDO_0957262	MONDO_0003847
300	MONDO_0015780	MONDO_0003847
301	MONDO_0014297	MONDO_0003847
302	MONDO_0011985	MONDO_0003847
303	MONDO_0011586	MONDO_0003847
304	MONDO_0011330	MONDO_0003847
305	MONDO_0011235	MONDO_0003847
306	MONDO_0023682	MONDO_0003847
307	MONDO_0009373	MONDO_0003847
308	MONDO_0024539	MONDO_0003847
309	MONDO_0030505	MONDO_0003847
310	MONDO_0010500	MONDO_0003847
311	MONDO_0859160	MONDO_0003847
312	MONDO_0012786	MONDO_0003847
313	MONDO_0030805	MONDO_0003847
314	MONDO_0008363	MONDO_0003847
315	MONDO_0010217	MONDO_0003847
316	MONDO_0018772	MONDO_0003847
317	MONDO_0014600	MONDO_0003847
318	MONDO_0014539	MONDO_0003847
319	MONDO_0012305	MONDO_0003847
320	MONDO_0009979	MONDO_0003847
321	MONDO_0018653	MONDO_0003847
322	MONDO_0013231	MONDO_0003847
323	MONDO_0032624	MONDO_0003847
324	MONDO_0014996	MONDO_0003847
325	MONDO_0013058	MONDO_0003847
326	MONDO_0009534	MONDO_0003847
327	MONDO_0011142	MONDO_0003847
328	MONDO_0009399	MONDO_0003847
329	MONDO_0014352	MONDO_0003847
330	MONDO_0019220	MONDO_0003847
331	MONDO_0700275	MONDO_0003847
332	MONDO_0014528	MONDO_0003847
333	MONDO_0007507	MONDO_0003847
334	MONDO_0008681	MONDO_0003847
335	MONDO_0032901	MONDO_0003847
336	MONDO_0015479	MONDO_0003847
337	MONDO_0100152	MONDO_0003847
338	MONDO_0100235	MONDO_0003847
339	MONDO_0024534	MONDO_0003847
340	MONDO_0957248	MONDO_0003847
341	MONDO_0011999	MONDO_0003847
342	MONDO_0017174	MONDO_0003847
343	MONDO_0011244	MONDO_0003847
344	MONDO_0009388	MONDO_0003847
345	MONDO_0030800	MONDO_0003847
346	MONDO_0008008	MONDO_0003847
347	MONDO_0859520	MONDO_0003847
348	MONDO_0012833	MONDO_0003847
349	MONDO_0032526	MONDO_0003847
350	MONDO_0008364	MONDO_0003847
351	MONDO_0010219	MONDO_0003847
352	MONDO_0012701	MONDO_0003847
353	MONDO_0012509	MONDO_0003847
354	MONDO_0014700	MONDO_0003847
355	MONDO_0044330	MONDO_0003847
356	MONDO_0014690	MONDO_0003847
357	MONDO_0013824	MONDO_0003847
358	MONDO_0014664	MONDO_0003847
359	MONDO_0100529	MONDO_0003847
360	MONDO_0019233	MONDO_0003847
361	MONDO_0008647	MONDO_0003847
362	MONDO_0009536	MONDO_0003847
363	MONDO_0007937	MONDO_0003847
364	MONDO_0009403	MONDO_0003847
365	MONDO_0018964	MONDO_0003847
366	MONDO_0023603	MONDO_0003847
367	MONDO_0009741	MONDO_0003847
368	MONDO_0024456	MONDO_0003847
369	MONDO_0971092	MONDO_0003847
370	MONDO_0032908	MONDO_0003847
371	MONDO_0957780	MONDO_0003847
372	MONDO_0010584	MONDO_0003847
373	MONDO_0044205	MONDO_0003847
374	MONDO_0030069	MONDO_0003847
375	MONDO_0012046	MONDO_0003847
376	MONDO_0017175	MONDO_0003847
377	MONDO_0011530	MONDO_0003847
378	MONDO_0010005	MONDO_0003847
379	MONDO_0030810	MONDO_0003847
380	MONDO_0001666	MONDO_0003847
381	MONDO_0010501	MONDO_0003847
382	MONDO_0008010	MONDO_0003847
383	MONDO_0014535	MONDO_0003847
384	MONDO_0100134	MONDO_0003847
385	MONDO_0012856	MONDO_0003847
386	MONDO_0033479	MONDO_0003847
387	MONDO_0009406	MONDO_0003847
388	MONDO_0014431	MONDO_0003847
389	MONDO_0010176	MONDO_0003847
390	MONDO_0800124	MONDO_0003847
391	MONDO_0013067	MONDO_0003847
392	MONDO_0100287	MONDO_0003847
393	MONDO_0014811	MONDO_0003847
394	MONDO_0011165	MONDO_0003847
395	MONDO_0010637	MONDO_0003847
396	MONDO_0013230	MONDO_0003847
397	MONDO_0013446	MONDO_0003847
398	MONDO_0010017	MONDO_0003847
399	MONDO_0015020	MONDO_0003847
400	MONDO_0013391	MONDO_0003847
401	MONDO_0030815	MONDO_0003847
402	MONDO_0009540	MONDO_0003847
403	MONDO_0009852	MONDO_0003847
404	MONDO_0100553	MONDO_0003847
405	MONDO_0010906	MONDO_0003847
406	MONDO_0957812	MONDO_0003847
407	MONDO_0016366	MONDO_0003847
408	MONDO_0032913	MONDO_0003847
409	MONDO_0030681	MONDO_0003847
410	MONDO_0008365	MONDO_0003847
411	MONDO_0018045	MONDO_0003847
412	MONDO_0012121	MONDO_0003847
413	MONDO_0017176	MONDO_0003847
414	MONDO_0011620	MONDO_0003847
415	MONDO_0009612	MONDO_0003847
416	MONDO_0008011	MONDO_0003847
417	MONDO_0014551	MONDO_0003847
418	MONDO_0009645	MONDO_0003847
419	MONDO_0010437	MONDO_0003847
420	MONDO_0033482	MONDO_0003847
421	MONDO_0009407	MONDO_0003847
422	MONDO_0032837	MONDO_0003847
423	MONDO_0017138	MONDO_0003847
424	MONDO_0100351	MONDO_0003847
425	MONDO_0013616	MONDO_0003847
426	MONDO_0014857	MONDO_0003847
427	MONDO_0010035	MONDO_0003847
428	MONDO_0100466	MONDO_0003847
429	MONDO_0014724	MONDO_0003847
430	MONDO_0013018	MONDO_0003847
431	MONDO_0013449	MONDO_0003847
432	MONDO_0013971	MONDO_0003847
433	MONDO_0008723	MONDO_0003847
434	MONDO_0031040	MONDO_0003847
435	MONDO_0011376	MONDO_0003847
436	MONDO_0020112	MONDO_0003847
437	MONDO_0019144	MONDO_0003847
438	MONDO_0958330	MONDO_0003847
439	MONDO_0032654	MONDO_0003847
440	MONDO_0032916	MONDO_0003847
441	MONDO_0008366	MONDO_0003847
442	MONDO_0027353	MONDO_0003847
443	MONDO_0024508	MONDO_0003847
444	MONDO_0012696	MONDO_0003847
445	MONDO_0042964	MONDO_0003847
446	MONDO_0011640	MONDO_0003847
447	MONDO_0009615	MONDO_0003847
448	MONDO_0010502	MONDO_0003847
449	MONDO_0008012	MONDO_0003847
450	MONDO_0011880	MONDO_0003847
451	MONDO_0000723	MONDO_0003847
452	MONDO_0009550	MONDO_0003847
453	MONDO_0859334	MONDO_0003847
454	MONDO_0017389	MONDO_0003847
455	MONDO_0009408	MONDO_0003847
456	MONDO_0006507	MONDO_0003847
457	MONDO_0010224	MONDO_0003847
458	MONDO_0020341	MONDO_0003847
459	MONDO_0859149	MONDO_0003847
460	MONDO_0013484	MONDO_0003847
461	MONDO_0014862	MONDO_0003847
462	MONDO_0018940	MONDO_0003847
463	MONDO_0031057	MONDO_0003847
464	MONDO_0024527	MONDO_0003847
465	MONDO_0006621	MONDO_0003847
466	MONDO_0013453	MONDO_0003847
467	MONDO_0007060	MONDO_0003847
468	MONDO_0016304	MONDO_0003847
469	MONDO_0014553	MONDO_0003847
470	MONDO_0011836	MONDO_0003847
471	MONDO_0009853	MONDO_0003847
472	MONDO_0012817	MONDO_0003847
473	MONDO_0012868	MONDO_0003847
474	MONDO_0958331	MONDO_0003847
475	MONDO_0032796	MONDO_0003847
476	MONDO_0032920	MONDO_0003847
477	MONDO_0008367	MONDO_0003847
478	MONDO_0007395	MONDO_0003847
479	MONDO_0000912	MONDO_0003847
480	MONDO_0012697	MONDO_0003847
481	MONDO_0010065	MONDO_0003847
482	MONDO_0011806	MONDO_0003847
483	MONDO_0013661	MONDO_0003847
484	MONDO_0020846	MONDO_0003847
485	MONDO_0008014	MONDO_0003847
486	MONDO_0013140	MONDO_0003847
487	MONDO_0012191	MONDO_0003847
488	MONDO_0000724	MONDO_0003847
489	MONDO_0007564	MONDO_0003847
490	MONDO_0859340	MONDO_0003847
491	MONDO_0012142	MONDO_0003847
492	MONDO_0019258	MONDO_0003847
493	MONDO_0017765	MONDO_0003847
494	MONDO_0010243	MONDO_0003847
495	MONDO_0007729	MONDO_0003847
496	MONDO_0014359	MONDO_0003847
497	MONDO_0012720	MONDO_0003847
498	MONDO_0800196	MONDO_0003847
499	MONDO_0008376	MONDO_0003847
500	MONDO_0800366	MONDO_0003847
501	MONDO_0014770	MONDO_0003847
502	MONDO_0024249	MONDO_0003847
503	MONDO_0013454	MONDO_0003847
504	MONDO_0014115	MONDO_0003847
505	MONDO_0016305	MONDO_0003847
506	MONDO_0001923	MONDO_0003847
507	MONDO_0014556	MONDO_0003847
508	MONDO_0011454	MONDO_0003847
509	MONDO_0018493	MONDO_0003847
510	MONDO_0011848	MONDO_0003847
511	MONDO_0010149	MONDO_0003847
512	MONDO_0011655	MONDO_0003847
513	MONDO_0014227	MONDO_0003847
514	MONDO_0968946	MONDO_0003847
515	MONDO_0800131	MONDO_0003847
516	MONDO_0032922	MONDO_0003847
517	MONDO_0009076	MONDO_0003847
518	MONDO_0012797	MONDO_0003847
519	MONDO_0011671	MONDO_0003847
520	MONDO_0012055	MONDO_0003847
521	MONDO_0009475	MONDO_0003847
522	MONDO_0020850	MONDO_0003847
523	MONDO_0010512	MONDO_0003847
524	MONDO_0007161	MONDO_0003847
525	MONDO_0000819	MONDO_0003847
526	MONDO_0011176	MONDO_0003847
527	MONDO_0007182	MONDO_0003847
528	MONDO_0013378	MONDO_0003847
529	MONDO_0019259	MONDO_0003847
530	MONDO_0018100	MONDO_0003847
531	MONDO_0010327	MONDO_0003847
532	MONDO_0014277	MONDO_0003847
533	MONDO_0007648	MONDO_0003847
534	MONDO_0012725	MONDO_0003847
535	MONDO_0032627	MONDO_0003847
536	MONDO_0008385	MONDO_0003847
537	MONDO_0800370	MONDO_0003847
538	MONDO_0100491	MONDO_0003847
539	MONDO_0007402	MONDO_0003847
540	MONDO_0014292	MONDO_0003847
541	MONDO_0012444	MONDO_0003847
542	MONDO_0001924	MONDO_0003847
543	MONDO_0014563	MONDO_0003847
544	MONDO_0011479	MONDO_0003847
545	MONDO_0014336	MONDO_0003847
546	MONDO_0017440	MONDO_0003847
547	MONDO_0970945	MONDO_0003847
548	MONDO_0957426	MONDO_0003847
549	MONDO_0032925	MONDO_0003847
550	MONDO_0022567	MONDO_0003847
551	MONDO_0014893	MONDO_0003847
552	MONDO_0010807	MONDO_0003847
553	MONDO_0019335	MONDO_0003847
554	MONDO_0014264	MONDO_0003847
555	MONDO_0018945	MONDO_0003847
556	MONDO_0800330	MONDO_0003847
557	MONDO_0013457	MONDO_0003847
558	MONDO_0011628	MONDO_0003847
559	MONDO_0030533	MONDO_0003847
560	MONDO_0016980	MONDO_0003847
561	MONDO_0009461	MONDO_0003847
562	MONDO_0013500	MONDO_0003847
563	MONDO_0012510	MONDO_0003847
564	MONDO_0011853	MONDO_0003847
565	MONDO_0002012	MONDO_0003847
566	MONDO_0007435	MONDO_0003847
567	MONDO_0010002	MONDO_0003847
568	MONDO_0016165	MONDO_0003847
569	MONDO_0008713	MONDO_0003847
570	MONDO_0859390	MONDO_0003847
571	MONDO_0958037	MONDO_0003847
572	MONDO_0017790	MONDO_0003847
573	MONDO_0958262	MONDO_0003847
574	MONDO_0012787	MONDO_0003847
575	MONDO_0019187	MONDO_0003847
576	MONDO_0859319	MONDO_0003847
577	MONDO_0014771	MONDO_0003847
578	MONDO_0010020	MONDO_0003847
579	MONDO_0014464	MONDO_0003847
580	MONDO_0013613	MONDO_0003847
581	MONDO_0007452	MONDO_0003847
582	MONDO_0001925	MONDO_0003847
583	MONDO_0014574	MONDO_0003847
584	MONDO_0011514	MONDO_0003847
585	MONDO_0014369	MONDO_0003847
586	MONDO_0007208	MONDO_0003847
587	MONDO_0957807	MONDO_0003847
588	MONDO_0032926	MONDO_0003847
589	MONDO_0022672	MONDO_0003847
590	MONDO_0014958	MONDO_0003847
591	MONDO_0014772	MONDO_0003847
592	MONDO_0033004	MONDO_0003847
593	MONDO_0957928	MONDO_0003847
594	MONDO_0017729	MONDO_0003847
595	MONDO_0000066	MONDO_0003847
596	MONDO_0012653	MONDO_0003847
597	MONDO_0012392	MONDO_0003847
598	MONDO_0030785	MONDO_0003847
599	MONDO_0044702	MONDO_0003847
600	MONDO_0010537	MONDO_0003847
601	MONDO_0009776	MONDO_0003847
602	MONDO_0008019	MONDO_0003847
603	MONDO_0008055	MONDO_0003847
604	MONDO_0014643	MONDO_0003847
605	MONDO_0011854	MONDO_0003847
606	MONDO_0019215	MONDO_0003847
607	MONDO_0016048	MONDO_0003847
608	MONDO_0010518	MONDO_0003847
609	MONDO_0009415	MONDO_0003847
610	MONDO_0019358	MONDO_0003847
611	MONDO_0021944	MONDO_0003847
612	MONDO_0013851	MONDO_0003847
613	MONDO_0032591	MONDO_0003847
614	MONDO_0032628	MONDO_0003847
615	MONDO_0016475	MONDO_0003847
616	MONDO_0010860	MONDO_0003847
617	MONDO_0014506	MONDO_0003847
618	MONDO_0030915	MONDO_0003847
619	MONDO_0010946	MONDO_0003847
620	MONDO_0007453	MONDO_0003847
621	MONDO_0020290	MONDO_0003847
622	MONDO_0005180	MONDO_0003847
623	MONDO_0008119	MONDO_0003847
624	MONDO_0014482	MONDO_0003847
625	MONDO_0008005	MONDO_0003847
626	MONDO_0011504	MONDO_0003847
627	MONDO_0008704	MONDO_0003847
628	MONDO_0032927	MONDO_0003847
629	MONDO_0022888	MONDO_0003847
630	MONDO_0016785	MONDO_0003847
631	MONDO_0014995	MONDO_0003847
632	MONDO_0015026	MONDO_0003847
633	MONDO_0968980	MONDO_0003847
634	MONDO_0009068	MONDO_0003847
635	MONDO_0012648	MONDO_0003847
636	MONDO_0015244	MONDO_0003847
637	MONDO_0010561	MONDO_0003847
638	MONDO_0010052	MONDO_0003847
639	MONDO_0008020	MONDO_0003847
640	MONDO_0013503	MONDO_0003847
641	MONDO_0012512	MONDO_0003847
642	MONDO_0014698	MONDO_0003847
643	MONDO_0011858	MONDO_0003847
644	MONDO_0016826	MONDO_0003847
645	MONDO_0018101	MONDO_0003847
646	MONDO_0010686	MONDO_0003847
647	MONDO_0009416	MONDO_0003847
648	MONDO_0020480	MONDO_0003847
649	MONDO_0018160	MONDO_0003847
650	MONDO_0010232	MONDO_0003847
651	MONDO_0013722	MONDO_0003847
652	MONDO_0013760	MONDO_0003847
653	MONDO_0017730	MONDO_0003847
654	MONDO_0100040	MONDO_0003847
655	MONDO_0023571	MONDO_0003847
656	MONDO_0016476	MONDO_0003847
657	MONDO_0014927	MONDO_0003847
658	MONDO_0012071	MONDO_0003847
659	MONDO_0014145	MONDO_0003847
660	MONDO_0030968	MONDO_0003847
661	MONDO_0011094	MONDO_0003847
662	MONDO_0007669	MONDO_0003847
663	MONDO_0000904	MONDO_0003847
664	MONDO_0011861	MONDO_0003847
665	MONDO_0014486	MONDO_0003847
666	MONDO_0009579	MONDO_0003847
667	MONDO_0013527	MONDO_0003847
668	MONDO_0009973	MONDO_0003847
669	MONDO_0032928	MONDO_0003847
670	MONDO_0011071	MONDO_0003847
671	MONDO_0014317	MONDO_0003847
672	MONDO_0016786	MONDO_0003847
673	MONDO_0012097	MONDO_0003847
674	MONDO_0033281	MONDO_0003847
675	MONDO_0012992	MONDO_0003847
676	MONDO_0014057	MONDO_0003847
677	MONDO_0020047	MONDO_0003847
678	MONDO_0010574	MONDO_0003847
679	MONDO_0008022	MONDO_0003847
680	MONDO_0014714	MONDO_0003847
681	MONDO_0011426	MONDO_0003847
682	MONDO_0008569	MONDO_0003847
683	MONDO_0009418	MONDO_0003847
684	MONDO_0010200	MONDO_0003847
685	MONDO_0008458	MONDO_0003847
686	MONDO_0010244	MONDO_0003847
687	MONDO_0010388	MONDO_0003847
688	MONDO_0030677	MONDO_0003847
689	MONDO_0007044	MONDO_0003847
690	MONDO_0100265	MONDO_0003847
691	MONDO_0008316	MONDO_0003847
692	MONDO_0008387	MONDO_0003847
693	MONDO_0030465	MONDO_0003847
694	MONDO_0016477	MONDO_0003847
695	MONDO_0010933	MONDO_0003847
696	MONDO_0024564	MONDO_0003847
697	MONDO_0017338	MONDO_0003847
698	MONDO_0032794	MONDO_0003847
