Ontology ID	Ancestor	Ancestor Name
MP_0011528	MP_0005380	embryo phenotype
MP_0005380	MP_0005380	embryo phenotype
MP_0012787	MP_0005380	embryo phenotype
MP_0004266	MP_0005380	embryo phenotype
MP_0001705	MP_0005380	embryo phenotype
MP_0009691	MP_0005380	embryo phenotype
MP_0012685	MP_0005380	embryo phenotype
MP_0013013	MP_0005380	embryo phenotype
MP_0020499	MP_0005380	embryo phenotype
MP_0001698	MP_0005380	embryo phenotype
MP_0005224	MP_0005380	embryo phenotype
MP_0012686	MP_0005380	embryo phenotype
MP_0031456	MP_0005380	embryo phenotype
MP_0030905	MP_0005380	embryo phenotype
MP_0002084	MP_0005380	embryo phenotype
MP_0013859	MP_0005380	embryo phenotype
MP_0002086	MP_0005380	embryo phenotype
MP_0011526	MP_0005380	embryo phenotype
MP_0012709	MP_0005380	embryo phenotype
MP_0012165	MP_0005380	embryo phenotype
MP_0006426	MP_0005380	embryo phenotype
MP_0001677	MP_0005380	embryo phenotype
MP_0012756	MP_0005380	embryo phenotype
MP_0012130	MP_0005380	embryo phenotype
MP_0012056	MP_0005380	embryo phenotype
MP_0013271	MP_0005380	embryo phenotype
MP_0012675	MP_0005380	embryo phenotype
MP_0012804	MP_0005380	embryo phenotype
MP_0003616	MP_0005380	embryo phenotype
MP_0011116	MP_0005380	embryo phenotype
MP_0010115	MP_0005380	embryo phenotype
MP_0011529	MP_0005380	embryo phenotype
MP_0001672	MP_0005380	embryo phenotype
MP_0004714	MP_0005380	embryo phenotype
MP_0014140	MP_0005380	embryo phenotype
MP_0012789	MP_0005380	embryo phenotype
MP_0013194	MP_0005380	embryo phenotype
MP_0001678	MP_0005380	embryo phenotype
MP_0006386	MP_0005380	embryo phenotype
MP_0003085	MP_0005380	embryo phenotype
MP_0012159	MP_0005380	embryo phenotype
MP_0004073	MP_0005380	embryo phenotype
MP_0009266	MP_0005380	embryo phenotype
MP_0030910	MP_0005380	embryo phenotype
MP_0013986	MP_0005380	embryo phenotype
MP_0010117	MP_0005380	embryo phenotype
MP_0004265	MP_0005380	embryo phenotype
MP_0013180	MP_0005380	embryo phenotype
MP_0008533	MP_0005380	embryo phenotype
MP_0013181	MP_0005380	embryo phenotype
MP_0009076	MP_0005380	embryo phenotype
MP_0020832	MP_0005380	embryo phenotype
MP_0008876	MP_0005380	embryo phenotype
MP_0030326	MP_0005380	embryo phenotype
MP_0005032	MP_0005380	embryo phenotype
MP_0013195	MP_0005380	embryo phenotype
MP_0000930	MP_0005380	embryo phenotype
MP_0012543	MP_0005380	embryo phenotype
MP_0030325	MP_0005380	embryo phenotype
MP_0011411	MP_0005380	embryo phenotype
MP_0006346	MP_0005380	embryo phenotype
MP_0012094	MP_0005380	embryo phenotype
MP_0010736	MP_0005380	embryo phenotype
MP_0012277	MP_0005380	embryo phenotype
MP_0003984	MP_0005380	embryo phenotype
MP_0013167	MP_0005380	embryo phenotype
MP_0001694	MP_0005380	embryo phenotype
MP_0013198	MP_0005380	embryo phenotype
MP_0004559	MP_0005380	embryo phenotype
MP_0012166	MP_0005380	embryo phenotype
MP_0012790	MP_0005380	embryo phenotype
MP_0012495	MP_0005380	embryo phenotype
MP_0001679	MP_0005380	embryo phenotype
MP_0004132	MP_0005380	embryo phenotype
MP_0002231	MP_0005380	embryo phenotype
MP_0012160	MP_0005380	embryo phenotype
MP_0020412	MP_0005380	embryo phenotype
MP_0008530	MP_0005380	embryo phenotype
MP_0012741	MP_0005380	embryo phenotype
MP_0001713	MP_0005380	embryo phenotype
MP_0003230	MP_0005380	embryo phenotype
MP_0001730	MP_0005380	embryo phenotype
MP_0003125	MP_0005380	embryo phenotype
MP_0011527	MP_0005380	embryo phenotype
MP_0009139	MP_0005380	embryo phenotype
MP_0001715	MP_0005380	embryo phenotype
MP_0031441	MP_0005380	embryo phenotype
MP_0013196	MP_0005380	embryo phenotype
MP_0013530	MP_0005380	embryo phenotype
MP_0008933	MP_0005380	embryo phenotype
MP_0000928	MP_0005380	embryo phenotype
MP_0012808	MP_0005380	embryo phenotype
MP_0003874	MP_0005380	embryo phenotype
MP_0009656	MP_0005380	embryo phenotype
MP_0012161	MP_0005380	embryo phenotype
MP_0012743	MP_0005380	embryo phenotype
MP_0001706	MP_0005380	embryo phenotype
MP_0014584	MP_0005380	embryo phenotype
MP_0013200	MP_0005380	embryo phenotype
MP_0012529	MP_0005380	embryo phenotype
MP_0014139	MP_0005380	embryo phenotype
MP_0020830	MP_0005380	embryo phenotype
MP_0012791	MP_0005380	embryo phenotype
MP_0010146	MP_0005380	embryo phenotype
MP_0003873	MP_0005380	embryo phenotype
MP_0009846	MP_0005380	embryo phenotype
MP_0011523	MP_0005380	embryo phenotype
MP_0013165	MP_0005380	embryo phenotype
